EmployeeID,Attrition,Age,HomeToWork,HourlnWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,LastPromotion,CurrentProfile,MonthlyIncome,TravelProfile_Rarely,TravelProfile_Yes,Department_Analytics,Department_Marketing,Department_Sales,EducationField_CA,EducationField_Engineer,EducationField_Marketing Diploma,EducationField_Statistics,Gender_F,Gender_M,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single
5112648,0,31,5,62,1,3,3,0,8,0,17,2,2,18978,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5112649,0,34,5,72,3,2,3,1,9,0,20,1,2,21538,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
5112650,0,29,11,39,4,2,4,1,1,1,19,1,7,23268,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5112651,0,43,10,59,3,1,3,0,4,0,18,1,2,17438,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112652,0,44,24,63,3,3,2,0,8,0,26,2,3,18258,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112653,0,21,6,59,4,5,3,1,2,0,18,2,2,19033,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112654,0,49,19,62,3,3,2,0,1,1,20,1,7,21804,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112655,0,52,9,53,3,3,3,1,8,0,19,16,16,35537,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5112656,0,56,9,67,3,2,5,1,4,1,23,2,2,19257,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112657,1,38,13,60,3,2,5,1,2,0,21,1,9,20213,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5112658,0,36,25,47,3,5,4,0,7,0,20,0,8,20674,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5112659,0,31,31,66,3,1,1,0,2,0,19,2,10,21775,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5112660,0,35,1,64,3,3,4,1,1,0,18,0,6,22295,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5112661,0,43,3,67,3,2,5,0,4,0,22,2,3,18576,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112662,0,35,5,75,3,2,1,1,1,0,17,0,0,16951,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5112663,1,32,16,48,3,5,5,0,3,0,23,2,3,20233,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5112664,1,33,10,81,3,1,3,0,2,0,24,2,2,20883,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112665,0,41,5,69,3,1,5,0,5,0,23,1,3,19377,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112666,0,36,11,63,4,2,3,0,1,1,18,1,7,20673,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
5112667,0,34,9,32,3,4,5,1,3,0,19,0,0,20121,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
5112668,0,26,7,59,4,3,4,1,1,0,24,4,3,17368,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5112669,0,29,9,39,5,5,5,1,3,0,18,0,7,24715,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5112670,1,36,1,67,5,2,4,1,7,1,18,3,7,17216,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5112671,0,36,7,66,4,4,3,1,0,0,17,0,3,17187,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5112672,0,37,16,38,3,4,4,0,5,0,19,1,5,18143,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5112673,0,40,27,62,4,5,2,1,3,1,18,0,0,19422,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5112674,1,45,3,61,3,4,4,1,2,1,18,3,4,18342,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5112675,0,31,15,55,3,3,3,1,1,0,17,5,5,22577,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
5112676,0,41,15,59,3,5,3,1,4,0,17,1,8,17451,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112677,0,30,2,76,3,4,4,0,1,0,18,1,2,18748,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112678,0,27,9,54,3,5,1,1,0,0,24,1,1,19342,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
5112679,1,42,13,44,3,5,5,1,0,1,17,13,14,28758,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
5112680,0,22,1,33,4,4,2,0,6,0,27,2,2,19775,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5112681,0,22,6,82,4,5,3,1,2,0,23,2,1,19230,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5112682,0,43,20,54,2,5,5,1,4,1,19,1,3,22545,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5112683,0,44,18,49,4,4,2,0,4,0,19,3,3,22804,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5112684,1,24,4,65,3,5,3,0,9,0,19,2,0,19577,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5112685,0,30,24,53,1,5,5,1,2,0,17,9,9,25980,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5112686,0,56,5,42,4,2,5,0,8,0,21,7,3,32756,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
5112687,1,51,6,58,4,5,3,0,2,1,20,1,3,18683,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5112688,0,30,6,75,4,1,2,0,9,0,17,0,2,18761,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112689,1,48,1,68,4,1,3,1,9,1,18,0,0,20381,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
5112690,0,39,10,46,1,5,5,0,2,1,30,8,8,21605,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
5112691,1,40,26,65,3,2,5,1,1,0,19,1,4,19904,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5112692,0,37,5,63,4,2,3,0,2,0,19,10,1,23596,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
5112693,1,36,27,47,1,5,5,0,2,0,23,1,1,17091,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
5112694,1,33,15,59,3,5,2,1,5,1,18,0,4,17436,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112695,0,43,21,37,3,5,5,0,7,1,23,2,3,21410,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112696,0,53,10,59,3,5,4,1,8,0,25,5,1,26445,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
5112697,0,31,6,55,3,4,2,1,5,0,21,2,5,18097,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5112698,0,32,11,63,3,4,1,0,2,0,29,2,9,20424,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5112699,1,31,9,34,4,4,4,0,1,0,17,0,0,16261,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5112700,1,35,24,50,4,1,3,1,3,1,18,0,1,20916,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112701,1,25,3,63,3,2,2,0,3,1,22,3,1,18293,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112702,0,44,5,50,3,5,4,1,9,0,17,2,3,20933,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5112703,1,36,8,59,3,4,3,0,8,0,16,9,8,17339,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5112704,0,40,17,51,4,1,3,1,6,0,19,0,0,20094,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5112705,1,34,6,72,3,2,5,0,2,1,17,10,8,19348,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112706,0,38,3,77,5,1,1,0,2,1,25,0,3,20405,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5112707,0,31,3,40,5,3,3,1,4,0,27,1,3,19833,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112708,1,31,9,72,3,2,3,1,1,0,17,2,2,17610,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112709,0,39,14,64,4,5,4,0,6,1,18,15,2,32123,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5112710,0,24,18,41,4,3,3,1,1,0,20,3,2,19377,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5112711,1,25,25,73,5,1,1,1,1,1,19,1,0,16118,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112712,0,59,19,67,3,4,2,1,6,0,17,5,4,25512,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
5112713,1,21,9,60,2,2,4,1,1,0,20,0,0,17716,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
5112714,0,50,3,38,3,1,3,0,5,0,20,1,1,31379,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
5112715,0,40,5,82,4,1,3,1,2,0,17,12,11,20553,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
5112716,0,55,15,61,1,3,4,0,8,0,16,2,15,33722,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5112717,0,45,10,59,3,3,4,1,8,0,23,0,15,17348,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112718,0,37,12,64,3,5,3,1,4,0,23,0,2,18629,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5112719,1,33,4,70,3,1,5,1,1,1,16,9,7,18348,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
5112720,0,38,3,67,3,3,4,0,7,0,18,5,4,22447,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5112721,0,32,11,55,3,3,2,1,1,0,17,0,8,20396,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5112722,0,40,9,55,4,3,4,1,2,0,16,4,8,28757,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5112723,0,35,6,68,3,3,4,1,2,0,18,8,10,21433,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
5112724,0,40,5,67,4,1,1,1,7,0,16,2,11,25855,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
5112725,0,33,5,52,4,2,4,0,8,0,16,0,2,18838,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5112726,0,56,7,32,3,4,3,0,1,1,22,2,3,20035,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5112727,0,43,29,79,3,2,4,1,6,0,20,5,9,29525,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
5112728,1,29,25,45,1,2,5,1,1,0,22,0,0,16091,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5112729,0,42,11,31,3,5,5,1,0,0,19,0,9,31799,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5112730,0,57,4,59,3,2,3,1,2,0,27,2,10,22306,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112731,0,29,24,44,3,1,2,1,2,0,17,1,2,18713,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112732,1,35,24,50,4,2,3,1,3,1,18,0,1,20916,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5112733,1,26,6,59,4,3,3,0,1,1,19,1,7,17366,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5112734,0,31,3,57,3,4,3,0,1,1,24,9,6,24852,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
5112735,0,45,8,67,3,2,5,0,1,0,23,9,11,20210,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5112736,0,30,31,65,3,5,2,0,5,0,28,2,8,18514,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112737,1,40,6,43,3,2,3,1,5,1,24,1,1,21238,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
5112738,0,27,3,54,4,4,5,1,2,0,18,1,8,20294,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
5112739,0,32,5,56,3,3,4,1,2,0,16,1,2,18931,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
5112740,0,41,3,61,3,5,5,0,7,0,21,11,8,31595,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
5112741,0,30,1,38,5,3,3,0,3,0,26,0,2,18833,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112742,0,53,6,41,4,2,3,0,3,1,20,1,5,23969,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5112743,0,39,23,52,3,1,5,1,1,1,18,2,8,25880,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
5112744,0,42,22,36,3,2,3,1,2,0,21,0,2,20265,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5112745,0,50,21,41,3,3,3,0,2,1,20,12,13,26245,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5112746,1,31,7,42,3,4,2,1,19,1,29,1,1,18285,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5112747,0,55,21,37,3,2,2,0,3,1,24,0,8,20415,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5112748,0,33,9,59,3,3,3,1,2,0,22,6,8,21010,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
5112749,1,31,19,59,1,4,5,1,0,0,22,0,0,17956,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5112750,0,47,21,58,3,3,3,0,6,0,17,2,3,26527,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
5112751,1,24,10,69,3,2,1,0,2,1,27,1,3,18275,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112752,1,33,17,69,3,4,5,1,5,0,20,0,2,20324,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5112753,0,51,11,56,3,3,4,1,8,0,21,3,3,19875,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5112754,1,28,3,79,3,4,3,0,2,0,16,0,0,18485,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112755,0,33,6,63,4,1,2,1,1,0,18,0,2,17911,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5112756,0,26,21,65,1,2,3,1,3,0,17,2,3,22232,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
5112757,0,38,3,55,4,1,5,0,3,0,20,1,3,19920,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5112758,0,45,3,59,4,1,1,0,1,0,24,0,9,20770,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5112759,0,39,13,68,3,4,3,0,1,0,23,1,3,18684,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5112760,0,37,27,49,3,3,4,1,8,0,21,1,9,21674,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
5112761,0,56,25,66,4,3,4,0,6,0,18,2,3,19537,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5112762,0,23,5,82,3,1,1,1,1,0,20,3,2,18523,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5112763,0,37,7,51,1,3,5,1,4,1,18,6,7,20974,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5112764,0,41,27,64,3,3,2,0,2,0,23,5,8,19319,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
5112765,0,39,10,46,2,3,5,0,2,1,30,8,8,21605,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
5112766,0,29,9,76,5,1,2,0,1,0,23,2,8,17720,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112767,0,45,9,69,3,1,2,0,3,0,26,0,2,17654,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5112768,1,33,28,59,3,1,2,1,2,1,30,1,2,18795,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112769,0,33,29,79,3,5,3,1,1,1,17,5,7,20207,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112770,1,35,24,50,4,4,3,1,3,1,18,0,1,20916,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5112771,0,59,18,59,3,5,3,1,3,1,20,3,3,31787,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
5112772,1,36,1,59,4,1,5,0,1,1,16,0,0,17319,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5112773,0,53,8,50,3,2,3,0,3,0,23,4,7,33606,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
5112774,0,30,6,41,3,5,2,0,2,0,17,7,4,24419,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5112775,1,35,9,35,5,5,3,1,1,0,22,2,1,18351,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
5112776,0,27,1,60,4,1,5,0,5,0,24,2,0,19298,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5112777,0,35,12,72,3,3,3,0,2,0,26,2,4,21714,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5112778,0,24,12,66,1,4,3,0,0,0,23,1,2,19011,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5112779,0,31,3,69,3,3,3,0,1,0,19,0,3,18477,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112780,0,31,3,54,3,2,5,0,7,0,18,0,3,20332,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
5112781,1,36,25,50,4,3,3,1,5,1,19,0,3,17028,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112782,0,38,22,75,3,3,4,1,5,0,27,1,2,19022,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5112783,0,41,8,43,1,4,3,0,1,0,18,0,8,18376,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5112784,0,35,12,48,4,3,4,1,2,0,20,8,8,24621,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
5112785,1,19,3,47,4,3,1,0,1,0,27,1,0,16102,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112786,0,36,1,59,4,1,5,0,1,0,17,3,2,17218,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5112787,0,35,9,43,3,1,3,0,7,1,16,2,2,17660,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112788,0,54,8,60,3,5,3,1,5,0,17,5,9,35094,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5112789,0,26,1,65,3,2,5,0,0,0,18,7,6,17867,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5112790,1,26,6,63,3,4,5,0,6,0,19,1,3,20031,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112791,1,24,9,65,1,5,5,1,2,1,27,1,1,17601,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
5112792,0,26,3,36,4,1,1,0,0,0,17,1,2,18904,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
5112793,0,21,3,55,4,3,4,0,2,0,19,1,2,18836,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5112794,0,26,7,61,4,2,2,0,2,1,17,2,4,20487,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5112795,1,32,23,68,3,2,3,0,4,0,18,1,1,25824,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5112796,0,58,10,75,4,3,4,1,4,1,25,0,0,18346,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5112797,0,37,11,58,4,1,1,0,2,1,19,0,0,21694,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5112798,0,31,12,68,3,4,5,1,2,0,17,7,2,19072,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5112799,0,36,11,59,3,5,4,0,1,0,19,2,2,17297,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5112800,0,30,7,48,4,5,1,1,0,0,17,6,7,19627,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5112801,0,27,1,52,3,2,4,1,1,0,16,0,2,18816,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112802,0,43,5,37,3,2,5,1,1,0,23,14,8,33665,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5112803,0,41,12,37,3,1,4,0,9,1,20,1,1,19617,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112804,0,30,6,64,3,1,3,1,2,0,20,2,3,21561,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
5112805,0,33,18,36,3,2,1,1,6,0,24,2,3,22667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5112806,0,53,31,61,1,3,3,0,3,1,17,1,3,29247,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5112807,1,20,13,68,4,5,4,1,2,1,31,1,1,17859,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5112808,1,35,19,67,3,1,3,0,0,1,23,3,2,19614,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
5112809,0,34,8,53,3,4,4,1,0,0,16,2,11,26994,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
5112810,1,30,11,79,5,3,5,1,2,1,17,1,8,18119,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5112811,0,37,9,52,3,3,5,1,0,1,18,4,3,17782,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112812,0,54,3,60,3,3,3,1,9,0,17,0,3,28549,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5112813,0,50,1,66,3,1,2,0,9,0,27,1,3,32399,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5112814,0,31,9,42,4,4,4,1,0,1,21,2,2,17657,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
5112815,1,36,27,47,1,4,5,0,2,0,23,1,1,17091,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
5112816,0,43,5,39,3,2,3,0,1,1,19,3,11,33861,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5112817,1,20,7,66,4,1,2,1,1,1,23,1,0,17926,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5112818,0,24,9,59,1,1,1,1,1,1,16,1,4,17725,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5112819,0,32,3,59,3,5,4,0,1,0,18,0,7,17370,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
5112820,1,36,9,77,5,4,5,0,1,1,16,0,7,17119,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5112821,0,40,24,34,5,5,3,1,7,0,25,2,3,21736,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5112822,0,30,5,46,3,2,2,1,2,0,24,1,10,20554,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
5112823,0,37,6,50,4,1,2,0,5,0,17,2,13,25699,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5112824,0,28,12,46,3,3,1,1,2,0,20,1,8,20105,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5112825,0,25,27,32,3,1,1,1,1,0,28,1,4,21180,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
5112826,0,49,9,51,3,2,4,1,4,0,16,1,7,22403,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5112827,0,31,7,66,1,3,1,0,4,0,27,5,7,21692,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
5112828,0,45,10,65,4,4,3,1,1,0,18,4,12,20593,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5112829,0,37,15,65,3,3,5,1,1,0,17,12,17,18034,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112830,0,43,32,70,3,5,4,0,2,0,19,8,9,20434,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5112831,0,38,16,62,4,2,2,1,0,1,19,2,9,26510,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5112832,0,43,31,60,4,4,2,1,1,0,17,1,5,20523,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5112833,0,38,7,72,4,2,3,1,2,0,16,7,7,20321,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
5112834,0,41,13,48,2,4,3,1,4,1,19,2,8,18213,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5112835,0,18,1,67,3,1,2,0,1,0,20,0,0,16611,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
5112836,0,36,5,41,3,2,2,1,4,0,22,5,8,21692,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5112837,0,39,7,42,4,2,5,1,4,0,20,1,7,24991,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
5112838,0,49,12,80,3,1,1,1,3,0,17,0,4,21692,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5112839,0,32,7,57,3,1,3,1,1,0,21,5,7,20010,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
5112840,0,27,16,77,4,2,5,0,0,0,24,7,3,19774,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
5112841,1,33,10,77,3,1,5,0,0,1,19,0,3,21692,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
5112842,0,41,5,80,4,4,3,1,7,0,28,1,1,19448,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5112843,0,36,7,55,2,2,2,0,3,0,17,0,0,18038,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5112844,0,30,16,64,4,3,5,0,2,0,16,1,7,22140,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
5112845,1,27,23,71,3,4,4,0,1,1,17,2,5,18148,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
